index,t,E,S
1303,2018-11-28 19:00:00,8.933333333333334,16.976190249125164
1304,2018-11-28 20:00:00,8.408333333333333,16.76190447807312
1305,2018-11-28 21:00:00,8.475,15.690475940704344
1306,2018-11-28 22:00:00,7.733333333333333,15.595237731933594
1307,2018-11-28 23:00:00,7.5,15.499999602635699
1308,2018-11-29 00:00:00,7.675,14.24999968210856
1309,2018-11-29 01:00:00,7.616666666666667,12.523809274037676
1310,2018-11-29 02:00:00,7.716666666666668,11.404761791229248
1311,2018-11-29 03:00:00,7.824999999999999,9.916666626930237
1312,2018-11-29 04:00:00,7.816666666666666,9.357142885526022
1313,2018-11-29 05:00:00,7.916666666666667,9.39285715421041
1314,2018-11-29 06:00:00,8.133333333333333,9.252747278947096
1315,2018-11-29 07:00:00,8.9,9.583333333333334
1316,2018-11-29 08:00:00,9.566666666666666,9.5494505075308
1317,2018-11-29 09:00:00,9.858333333333333,9.892857074737549
1318,2018-11-29 10:00:00,10.208333333333334,10.571428592388447
1319,2018-11-29 11:00:00,10.583333333333334,10.214285850524902
1320,2018-11-29 12:00:00,10.641666666666667,10.604395646315355
1321,2018-11-29 13:00:00,10.816666666666668,11.24999992052714
1322,2018-11-29 14:00:00,10.774999999999999,11.659340418302095
1323,2018-11-29 15:00:00,10.758333333333333,12.440475900967916
1324,2018-11-29 16:00:00,10.924999999999999,12.952380696932474
1325,2018-11-29 17:00:00,10.933333333333335,12.99999974324153
1326,2018-11-29 18:00:00,10.783333333333333,13.869047323862711
1327,2018-11-29 19:00:00,10.208333333333334,13.952380657196045
1328,2018-11-29 20:00:00,9.816666666666666,14.01190447807312
1329,2018-11-29 21:00:00,9.466666666666667,16.297618468602497
1330,2018-11-29 22:00:00,9.133333333333333,15.464285055796303
1331,2018-11-29 23:00:00,9.05,14.928570826848345
1332,2018-11-30 00:00:00,9.083333333333332,14.595237572987871
1333,2018-11-30 01:00:00,9.383333333333333,14.309523423512774
1334,2018-11-30 02:00:00,9.674999999999999,13.928571224212645
1335,2018-11-30 03:00:00,9.725,13.785714149475096
1336,2018-11-30 04:00:00,9.741666666666667,13.52747242267315
1337,2018-11-30 05:00:00,9.700000000000001,13.261904637018837
1338,2018-11-30 06:00:00,9.708333333333334,13.166666507720945
1339,2018-11-30 07:00:00,9.95,13.178571224212645
1340,2018-11-30 08:00:00,10.333333333333334,13.202380736668902
1341,2018-11-30 09:00:00,10.591666666666667,10.607142964998882
1342,2018-11-30 10:00:00,11.075000000000001,10.63095247745514
1343,2018-11-30 11:00:00,11.225,10.583333373069761
1344,2018-11-30 12:00:00,11.233333333333334,11.190476218859354
1345,2018-11-30 13:00:00,10.916666666666666,11.238095243771872
1346,2018-11-30 14:00:00,10.674999999999999,11.595238169034323
1347,2018-11-30 15:00:00,10.633333333333335,11.940476218859354
1348,2018-11-30 16:00:00,10.516666666666667,12.273809472719828
1349,2018-11-30 17:00:00,10.641666666666666,12.714285651842753
1350,2018-11-30 18:00:00,10.725,12.595238089561462
1351,2018-11-30 19:00:00,10.924999999999999,12.619047602017721
1352,2018-11-30 20:00:00,10.708333333333334,12.869047602017721
1353,2018-11-30 21:00:00,10.575,13.345238129297892
1354,2018-11-30 22:00:00,10.275,13.857142925262451
1355,2018-11-30 23:00:00,10.1,14.214285691579184
1356,2018-12-01 00:00:00,10.033333333333333,13.940476099650065
1357,2018-12-01 01:00:00,10.108333333333333,14.285714308420816
1358,2018-12-01 02:00:00,10.225,14.345238049825033
1359,2018-12-01 03:00:00,10.275,14.214285612106323
1360,2018-12-01 04:00:00,10.266666666666666,14.021977938138521
1361,2018-12-01 05:00:00,10.183333333333334,13.74999992052714
1362,2018-12-01 06:00:00,10.108333333333333,13.845238049825033
1363,2018-12-01 07:00:00,9.691666666666666,13.666666666666666
1364,2018-12-01 08:00:00,9.508333333333335,13.071428656578064
1365,2018-12-01 09:00:00,9.475,12.297619104385376
1366,2018-12-01 10:00:00,9.608333333333333,11.642857193946838
1367,2018-12-01 11:00:00,9.65,11.25000011920929
1368,2018-12-01 12:00:00,9.7,11.095238248507181
1369,2018-12-01 13:00:00,9.741666666666667,11.321428656578064
1370,2018-12-01 14:00:00,9.708333333333334,10.904761989911398
1371,2018-12-01 15:00:00,10.700000000000001,11.153846190525936
1372,2018-12-01 16:00:00,10.825000000000001,10.773809631665548
1373,2018-12-01 17:00:00,11.008333333333333,10.773809631665548
1374,2018-12-01 18:00:00,11.1,10.506493525071578
1375,2018-12-01 19:00:00,11.25,10.666666626930237
1376,2018-12-01 20:00:00,11.549999999999999,10.833333293596903
1377,2018-12-01 21:00:00,12.075000000000001,11.357142766316732
1378,2018-12-01 22:00:00,12.275,11.99999996026357
1379,2018-12-01 23:00:00,12.75,12.595238049825033
1380,2018-12-02 00:00:00,13.15,12.916666666666666
1381,2018-12-02 01:00:00,13.575000000000001,13.059523820877075
1382,2018-12-02 02:00:00,13.966666666666669,12.63095235824585
1383,2018-12-02 03:00:00,13.1,12.88095235824585
1384,2018-12-02 04:00:00,13.166666666666666,13.916666666666666
1385,2018-12-02 05:00:00,13.275,13.833333333333334
1386,2018-12-02 06:00:00,13.475,13.395604427044209
1387,2018-12-02 07:00:00,13.633333333333333,13.952380975087484
1388,2018-12-02 08:00:00,13.583333333333334,13.88095235824585
1389,2018-12-02 09:00:00,13.025,13.61904756228129
1390,2018-12-02 10:00:00,12.700000000000001,13.595238049825033
1391,2018-12-02 11:00:00,12.433333333333335,13.88095235824585
1392,2018-12-02 12:00:00,12.291666666666666,15.142857074737549
1393,2018-12-02 13:00:00,12.208333333333334,16.36904748280843
1394,2018-12-02 14:00:00,12.208333333333334,16.964285612106323
1395,2018-12-02 15:00:00,12.441666666666668,16.833333253860474
1396,2018-12-02 16:00:00,12.433333333333332,15.559523741404215
1397,2018-12-02 17:00:00,12.333333333333334,15.85714284578959
1398,2018-12-02 18:00:00,12.233333333333334,15.582417561457707
1399,2018-12-02 19:00:00,12.091666666666667,15.976190487543741
1400,2018-12-02 20:00:00,12.025,15.692307692307692
1401,2018-12-02 21:00:00,12.274999999999999,16.476190487543743
1402,2018-12-02 22:00:00,12.35,16.73809504508972
1403,2018-12-02 23:00:00,12.091666666666667,16.452380736668903
1404,2018-12-03 00:00:00,11.916666666666666,16.39560420696552
1405,2018-12-03 01:00:00,11.616666666666665,14.01190455754598
1406,2018-12-03 02:00:00,11.333333333333334,13.309523423512777
1407,2018-12-03 03:00:00,11.358333333333333,13.439560083242563
1408,2018-12-03 04:00:00,11.566666666666665,13.738094727198282
1409,2018-12-03 05:00:00,11.566666666666665,14.119047164916992
1410,2018-12-03 06:00:00,11.858333333333333,13.964285214742025
1411,2018-12-03 07:00:00,12.258333333333335,14.321428140004477
1412,2018-12-03 08:00:00,12.516666666666666,14.880951960881552
1413,2018-12-03 09:00:00,12.458333333333334,14.999999633202187
1414,2018-12-03 10:00:00,12.475000000000001,15.39285675684611
1415,2018-12-03 11:00:00,12.841666666666667,16.39285675684611
1416,2018-12-03 12:00:00,13.016666666666666,17.595237652460735
1417,2018-12-03 13:00:00,13.141666666666667,18.90476139386495
1418,2018-12-03 14:00:00,13.191666666666665,19.09890050154466
1419,2018-12-03 15:00:00,13.008333333333335,19.845237652460735
1420,2018-12-03 16:00:00,12.850000000000001,20.083332935969036
1421,2018-12-03 17:00:00,13.0,19.761904160181682
1422,2018-12-03 18:00:00,12.933333333333335,19.845237572987873
1423,2018-12-03 19:00:00,12.783333333333331,19.428570826848347
1424,2018-12-03 20:00:00,12.791666666666666,18.988094727198284
1425,2018-12-03 21:00:00,13.15,18.68131813636193
1426,2018-12-03 22:00:00,13.566666666666665,18.880952040354412
1427,2018-12-03 23:00:00,13.6,18.309523423512776
1428,2018-12-04 00:00:00,13.616666666666667,17.452380657196045
1429,2018-12-04 01:00:00,13.741666666666667,16.559523741404217
1430,2018-12-04 02:00:00,13.858333333333334,16.190476258595783
1431,2018-12-04 03:00:00,14.283333333333331,16.035714149475098
1432,2018-12-04 04:00:00,14.633333333333333,16.047619024912517
1433,2018-12-04 05:00:00,15.533333333333337,16.21428569157918
1434,2018-12-04 06:00:00,16.008333333333333,17.083333174387615
1435,2018-12-04 07:00:00,16.55,18.690476020177204
1436,2018-12-04 08:00:00,16.825,19.654761711756386
1437,2018-12-04 09:00:00,16.791666666666668,19.84523804982503
1438,2018-12-04 10:00:00,16.675,20.452380657196045
1439,2018-12-04 11:00:00,16.658333333333335,21.39285675684611
1440,2018-12-04 12:00:00,16.841666666666665,22.010988528911884
1441,2018-12-04 13:00:00,16.825,23.16666603088379
1442,2018-12-04 14:00:00,16.758333333333333,23.92857074737549
1443,2018-12-04 15:00:00,16.375,23.70329607450045
1444,2018-12-04 16:00:00,16.033333333333335,24.452380339304607
1445,2018-12-04 17:00:00,15.108333333333334,24.738094647725422
1446,2018-12-04 18:00:00,14.591666666666667,24.095237572987873
1447,2018-12-04 19:00:00,14.083333333333334,23.560439036442684
1448,2018-12-04 20:00:00,13.683333333333332,21.92857090632121
1449,2018-12-04 21:00:00,13.533333333333333,21.571428005511944
1450,2018-12-04 22:00:00,13.591666666666667,21.79120812049279
1451,2018-12-04 23:00:00,13.716666666666667,21.505494044377254
1452,2018-12-05 00:00:00,13.591666666666669,19.88095219930013
1453,2018-12-05 01:00:00,13.633333333333333,19.071428457895916
1454,2018-12-05 02:00:00,13.608333333333334,18.835164657005897
1455,2018-12-05 03:00:00,13.666666666666666,17.89285699526469
1456,2018-12-05 04:00:00,13.65,17.321428457895916
1457,2018-12-05 05:00:00,13.758333333333333,16.87912075336163
1458,2018-12-05 06:00:00,13.975000000000001,16.648351449232834
1459,2018-12-05 07:00:00,14.133333333333333,16.988095204035442
1460,2018-12-05 08:00:00,14.5,17.309523820877075
1461,2018-12-05 09:00:00,14.449999999999998,16.7261905670166
1462,2018-12-05 10:00:00,14.266666666666666,15.845238208770752
1463,2018-12-05 11:00:00,14.175000000000002,15.547619183858236
1464,2018-12-05 12:00:00,13.983333333333333,16.2261905670166
1465,2018-12-05 13:00:00,13.708333333333334,17.351648183969353
1466,2018-12-05 14:00:00,13.649999999999999,18.345237970352173
1467,2018-12-05 15:00:00,13.575000000000001,18.13095219930013
1468,2018-12-05 16:00:00,13.533333333333331,18.214285453160603
1469,2018-12-05 17:00:00,13.391666666666667,17.87912053328294
1470,2018-12-05 18:00:00,13.183333333333332,18.166666507720947
1471,2018-12-05 19:00:00,12.975,17.964285373687744
1472,2018-12-05 20:00:00,12.833333333333334,17.499999523162842
1473,2018-12-05 21:00:00,13.025,17.65476139386495
1474,2018-12-05 22:00:00,13.116666666666667,18.095237493515015
1475,2018-12-05 23:00:00,12.924999999999999,18.357142210006714
1476,2018-12-06 00:00:00,13.025,18.923076409559982
1477,2018-12-06 01:00:00,13.475,16.86904724438985
1478,2018-12-06 02:00:00,13.525,15.619047244389852
1479,2018-12-06 03:00:00,13.450000000000001,15.666666269302368
1480,2018-12-06 04:00:00,13.375,16.214285294214886
1481,2018-12-06 05:00:00,13.258333333333333,16.76190463701884
1482,2018-12-06 06:00:00,13.758333333333335,17.345237970352173
1483,2018-12-06 07:00:00,14.108333333333334,17.547619263331097
1484,2018-12-06 08:00:00,14.1,18.321429014205933
1485,2018-12-06 09:00:00,14.116666666666667,19.86904803911845
1486,2018-12-06 10:00:00,13.958333333333334,20.10714332262675
1487,2018-12-06 11:00:00,14.033333333333333,19.678571701049805
1488,2018-12-06 12:00:00,14.016666666666666,20.059523900349934
1489,2018-12-06 13:00:00,13.641666666666667,20.547619342803955
1490,2018-12-06 14:00:00,13.566666666666668,20.773809750874836
1491,2018-12-06 15:00:00,13.75,20.833333651224773
1492,2018-12-06 16:00:00,13.933333333333335,20.406593616192158
1493,2018-12-06 17:00:00,14.15,19.690476258595783
1494,2018-12-06 18:00:00,13.649999999999999,18.98809536298116
1495,2018-12-06 19:00:00,13.241666666666667,18.51190463701884
1496,2018-12-06 20:00:00,12.958333333333334,17.809523502985638
1497,2018-12-06 21:00:00,13.016666666666666,17.648351375873272
1498,2018-12-06 22:00:00,13.375,16.797618865966797
1499,2018-12-06 23:00:00,13.933333333333332,17.345237970352173
1500,2018-12-07 00:00:00,14.366666666666667,16.226190487543743
1501,2018-12-07 01:00:00,14.383333333333333,15.845237890879313
1502,2018-12-07 02:00:00,14.283333333333331,15.535714149475098
1503,2018-12-07 03:00:00,14.0,15.395604280325083
1504,2018-12-07 04:00:00,14.233333333333333,15.357142766316732
1505,2018-12-07 05:00:00,14.558333333333335,15.654761791229248
1506,2018-12-07 06:00:00,15.358333333333334,16.15476155281067
1507,2018-12-07 07:00:00,15.491666666666665,16.988094886144
1508,2018-12-07 08:00:00,15.933333333333332,17.226190249125164
1509,2018-12-07 09:00:00,15.833333333333334,17.690476020177204
1510,2018-12-07 10:00:00,15.399999999999999,17.166666507720947
1511,2018-12-07 11:00:00,15.049999999999999,17.059523741404217
1512,2018-12-07 12:00:00,14.774999999999999,18.154761632283527
1513,2018-12-07 13:00:00,14.908333333333331,19.24999976158142
1514,2018-12-07 14:00:00,15.083333333333334,19.14285683631897
1515,2018-12-07 15:00:00,15.274999999999999,19.726190249125164
1516,2018-12-07 16:00:00,15.100000000000001,19.549450360811672
1517,2018-12-07 17:00:00,14.783333333333331,19.73809512456258
1518,2018-12-07 18:00:00,13.991666666666667,19.61904764175415
1519,2018-12-07 19:00:00,14.175000000000002,19.109890130849983
1520,2018-12-07 20:00:00,14.391666666666666,18.41758236518273
1521,2018-12-07 21:00:00,15.341666666666667,18.50549448453463
1522,2018-12-07 22:00:00,16.708333333333332,18.630952437718708
1523,2018-12-07 23:00:00,17.333333333333332,18.702381054560345
1524,2018-12-08 00:00:00,17.983333333333334,18.80219789651724
1525,2018-12-08 01:00:00,19.658333333333335,17.261905113856
1526,2018-12-08 02:00:00,21.21666666666667,18.35714316368103
1527,2018-12-08 03:00:00,21.533333333333335,18.178571780522663
1528,2018-12-08 04:00:00,21.958333333333332,18.98809552192688
1529,2018-12-08 05:00:00,22.150000000000002,20.714286143963154
1530,2018-12-08 06:00:00,22.49166666666667,23.59523844718933
1531,2018-12-08 07:00:00,22.733333333333334,25.404762347539265
1532,2018-12-08 08:00:00,23.125,26.892857551574707
1533,2018-12-08 09:00:00,22.958333333333332,28.547619342803955
1534,2018-12-08 10:00:00,22.016666666666666,29.452380975087483
1535,2018-12-08 11:00:00,21.533333333333335,30.428571542104084
1536,2018-12-08 12:00:00,20.96666666666667,31.535714626312256
1537,2018-12-08 13:00:00,19.383333333333333,32.44047657648722
1538,2018-12-08 14:00:00,18.025,32.880952994028725
1539,2018-12-08 15:00:00,17.816666666666666,33.42857185999552
1540,2018-12-08 16:00:00,17.433333333333334,32.65476242701212
1541,2018-12-08 17:00:00,17.283333333333335,30.85714324315389
1542,2018-12-08 18:00:00,17.183333333333334,28.678572018941242
1543,2018-12-08 19:00:00,17.008333333333336,27.154762427012127
1544,2018-12-08 20:00:00,16.5,25.833333889643352
1545,2018-12-08 21:00:00,15.9,24.09523844718933
1546,2018-12-08 22:00:00,15.941666666666668,23.047619581222534
1547,2018-12-08 23:00:00,16.141666666666666,22.214286247889202
1548,2018-12-09 00:00:00,16.541666666666668,21.61904788017273
1549,2018-12-09 01:00:00,17.075,20.964285771052044
1550,2018-12-09 02:00:00,17.433333333333334,20.845237970352173
1551,2018-12-09 03:00:00,17.508333333333333,20.178571303685505
1552,2018-12-09 04:00:00,17.725,20.928571144739788
1553,2018-12-09 05:00:00,17.883333333333333,21.7619043191274
1554,2018-12-09 06:00:00,18.158333333333335,22.395603840167706
1555,2018-12-09 07:00:00,18.099999999999998,23.30769164745624
1556,2018-12-09 08:00:00,17.8,24.607142130533855
1557,2018-12-09 09:00:00,17.5,24.879120166485126
1558,2018-12-09 10:00:00,17.375,26.40476131439209
1559,2018-12-09 11:00:00,17.116666666666667,26.809522946675617
1560,2018-12-09 12:00:00,16.841666666666665,26.999999046325684
1561,2018-12-09 13:00:00,16.416666666666668,27.3095227877299
1562,2018-12-09 14:00:00,16.125,27.345236937204998
1563,2018-12-09 15:00:00,16.191666666666666,26.692306518554688
1564,2018-12-09 16:00:00,16.008333333333333,26.761903603871662
1565,2018-12-09 17:00:00,15.858333333333334,25.785713354746502
1566,2018-12-09 18:00:00,15.516666666666666,24.738094488779705
1567,2018-12-09 19:00:00,15.441666666666668,23.809523105621338
1568,2018-12-09 20:00:00,15.641666666666666,23.333332538604736
1569,2018-12-09 21:00:00,16.016666666666666,22.380951563517254
1570,2018-12-09 22:00:00,16.10833333333333,22.131867482112003
1571,2018-12-09 23:00:00,16.066666666666666,21.107142130533855
1572,2018-12-10 00:00:00,16.40833333333333,20.333332697550457
1573,2018-12-10 01:00:00,16.53333333333333,19.857142289479572
1574,2018-12-10 02:00:00,16.816666666666666,19.321428140004475
1575,2018-12-10 03:00:00,16.808333333333334,19.999999682108562
1576,2018-12-10 04:00:00,16.841666666666665,20.690475940704346
1577,2018-12-10 05:00:00,17.108333333333334,20.41666618982951
1578,2018-12-10 06:00:00,17.191666666666666,21.726189931233723
1579,2018-12-10 07:00:00,17.48333333333333,22.66666603088379
1580,2018-12-10 08:00:00,17.583333333333332,23.01190439860026
1581,2018-12-10 09:00:00,17.391666666666666,23.16483497619629
1582,2018-12-10 10:00:00,17.400000000000002,24.89285675684611
1583,2018-12-10 11:00:00,17.441666666666666,25.3516478905311
1584,2018-12-10 12:00:00,17.091666666666665,27.666666348775227
1585,2018-12-10 13:00:00,16.866666666666667,28.395604060246395
1586,2018-12-10 14:00:00,16.475,28.654761791229248
1587,2018-12-10 15:00:00,16.408333333333335,28.417582291823166
1588,2018-12-10 16:00:00,16.508333333333333,28.109890130849983
1589,2018-12-10 17:00:00,16.516666666666666,27.69230783902682
1590,2018-12-10 18:00:00,17.341666666666665,27.91208824744592
1591,2018-12-10 19:00:00,17.675,26.857143243153896
1592,2018-12-10 20:00:00,17.558333333333334,27.791209440964924
1593,2018-12-10 21:00:00,17.55,28.05952421824138
1594,2018-12-10 22:00:00,17.45,27.648352109468906
1595,2018-12-10 23:00:00,17.40833333333333,26.964286327362064
1596,2018-12-11 00:00:00,17.408333333333335,26.901099425095783
1597,2018-12-11 01:00:00,17.583333333333332,24.750000635782882
1598,2018-12-11 02:00:00,17.73333333333333,25.208791879507217
1599,2018-12-11 03:00:00,17.89166666666667,26.011905511220302
1600,2018-12-11 04:00:00,17.941666666666666,26.130952994028732
1601,2018-12-11 05:00:00,17.783333333333335,26.845238367716473
1602,2018-12-11 06:00:00,17.025000000000002,27.583333492279053
1603,2018-12-11 07:00:00,16.833333333333332,28.083333492279053
1604,2018-12-11 08:00:00,17.275000000000002,27.523809274037678
1605,2018-12-11 09:00:00,17.475,27.20879099919246
1606,2018-12-11 10:00:00,17.408333333333335,27.988094806671143
1607,2018-12-11 11:00:00,17.46666666666667,28.404761791229248
1608,2018-12-11 12:00:00,17.466666666666665,29.89285707473755
1609,2018-12-11 13:00:00,17.275000000000002,30.88095188140869
1610,2018-12-11 14:00:00,17.116666666666667,31.14285659790039
1611,2018-12-11 15:00:00,16.933333333333334,30.66666603088379
1612,2018-12-11 16:00:00,16.666666666666668,31.11904700597127
1613,2018-12-11 17:00:00,16.55,30.39285659790039
1614,2018-12-11 18:00:00,16.433333333333334,29.63095188140869
1615,2018-12-11 19:00:00,16.075,28.84523773193359
1616,2018-12-11 20:00:00,16.025,27.702380657196045
1617,2018-12-11 21:00:00,16.083333333333332,27.26190439860026
1618,2018-12-11 22:00:00,16.208333333333332,26.68131842980018
1619,2018-12-11 23:00:00,16.275,25.76190439860026
1620,2018-12-12 00:00:00,16.958333333333332,24.01190439860026
1621,2018-12-12 01:00:00,17.483333333333334,22.75
1622,2018-12-12 02:00:00,17.583333333333332,21.60714292526245
1623,2018-12-12 03:00:00,18.233333333333334,21.166666666666668
1624,2018-12-12 04:00:00,19.033333333333335,21.032967053926907
1625,2018-12-12 05:00:00,19.258333333333333,20.99999984105428
1626,2018-12-12 06:00:00,19.3,21.928571065266926
1627,2018-12-12 07:00:00,19.908333333333335,22.738094806671143
1628,2018-12-12 08:00:00,20.175,23.595237572987873
1629,2018-12-12 09:00:00,20.349999999999998,24.51190423965454
1630,2018-12-12 10:00:00,20.316666666666666,25.833332538604736
1631,2018-12-12 11:00:00,20.433333333333334,26.928570588429768
1632,2018-12-12 12:00:00,19.625,28.452380021413166
1633,2018-12-12 13:00:00,19.091666666666665,30.03571367263794
1634,2018-12-12 14:00:00,19.066666666666666,31.15476131439209
1635,2018-12-12 15:00:00,18.433333333333334,31.74999936421712
1636,2018-12-12 16:00:00,17.708333333333332,32.142856438954674
1637,2018-12-12 17:00:00,17.566666666666666,31.476190090179443
1638,2018-12-12 18:00:00,17.566666666666666,30.416666507720947
1639,2018-12-12 19:00:00,17.066666666666666,29.75
1640,2018-12-12 20:00:00,16.483333333333334,28.86904780069987
1641,2018-12-12 21:00:00,16.033333333333335,28.059524059295654
1642,2018-12-12 22:00:00,16.058333333333334,27.035714785257976
1643,2018-12-12 23:00:00,15.575000000000001,25.88095299402873
1644,2018-12-13 00:00:00,15.483333333333334,24.404762744903564
1645,2018-12-13 01:00:00,15.399999999999999,22.96428632736206
1646,2018-12-13 02:00:00,15.366666666666667,21.95238145192464
1647,2018-12-13 03:00:00,15.291666666666666,21.285714944203693
1648,2018-12-13 04:00:00,15.316666666666668,20.726191202799477
1649,2018-12-13 05:00:00,15.216666666666667,21.011905352274574
1650,2018-12-13 06:00:00,15.1,21.821429093678788
1651,2018-12-13 07:00:00,15.041666666666666,22.05494557894193
1652,2018-12-13 08:00:00,15.408333333333333,22.630952676137284
1653,2018-12-13 09:00:00,16.0,23.428571701049805
1654,2018-12-13 10:00:00,16.091666666666665,23.523809750874836
1655,2018-12-13 11:00:00,16.349999999999998,24.178571701049805
1656,2018-12-13 12:00:00,16.441666666666666,24.153846447284405
1657,2018-12-13 13:00:00,16.441666666666666,25.4880952835083
1658,2018-12-13 14:00:00,16.25,26.083333174387615
1659,2018-12-13 15:00:00,16.083333333333332,26.690475940704346
1660,2018-12-13 16:00:00,15.866666666666667,26.197802030123196
1661,2018-12-13 17:00:00,15.508333333333333,26.36904748280843
