g_est_y
14.9
12.05
10.6
9.9
9.58
9.166666666666666
8.757142857142856
8.4875
8.344444444444443
8.27
8.318181818181818
8.424999999999999
8.484615384615385
8.392857142857142
8.306666666666667
8.0875
7.823529411764706
7.677777777777777
7.515789473684211
7.37
7.3428571428571425
7.663636363636363
8.178260869565218
8.279166666666667
8.3
8.215384615384615
8.311111111111112
8.382142857142856
8.341379310344827
8.233333333333333
8.125806451612904
8.06875
7.996969696969696
7.976470588235294
7.994285714285715
7.966666666666667
7.940540540540541
7.8921052631578945
7.846153846153846
7.8075
7.790243902439024
7.780952380952381
7.758139534883721
7.7272727272727275
7.711111111111111
7.665217391304348
7.657446808510638
7.66875
7.502083333333334
7.512499999999999
7.527083333333334
7.577083333333333
7.65625
7.647916666666667
7.6312500000000005
7.59375
7.574999999999999
7.539583333333334
7.472916666666666
7.381249999999999
7.289583333333333
7.227083333333333
7.137499999999999
7.097916666666667
7.110416666666667
7.10625
7.133333333333333
7.145833333333333
7.135416666666667
6.954166666666666
6.675
6.59375
6.529166666666666
6.541666666666667
6.460416666666667
6.3812500000000005
6.379166666666667
6.4437500000000005
6.516666666666667
6.564583333333334
6.664583333333334
6.737500000000001
6.779166666666666
6.858333333333333
6.883333333333333
6.91875
6.939583333333334
6.939583333333332
6.933333333333334
6.952083333333333
6.922916666666666
6.927083333333333
6.941666666666666
7.004166666666666
6.983333333333334
6.966666666666666
6.861702127659575
6.785106382978723
6.653191489361702
6.480851063829788
6.425531914893617
6.395744680851063
6.37872340425532
6.35531914893617
6.41063829787234
6.506382978723405
6.587234042553192
6.663829787234042
6.738297872340427
6.891489361702129
6.976595744680851
7.017021276595745
7.104255319148936
7.200000000000001
7.240425531914894
7.310638297872341
7.365957446808512
7.451063829787234
7.480851063829788
7.5148936170212774
7.523404255319148
7.491489361702128
7.444680851063829
7.382978723404255
7.304255319148936
7.223404255319149
7.157446808510638
7.036170212765957
6.972340425531915
6.897872340425532
6.776595744680851
6.68936170212766
6.629787234042554
6.595744680851064
6.6000000000000005
6.572340425531916
6.491489361702128
6.4723404255319155
6.438297872340426
6.4361702127659575
6.43191489361702
6.425531914893617
6.414893617021277
6.391666666666667
