g_res
4.012620825619612
4.256110518785809
4.584612751810243
5.342739854066491
5.676465986402324
6.1729863205641955
6.2595957227709045
6.4062403779229244
6.46202734992896
6.712198372769682
6.678544609762594
6.323046530613838
5.961788530146154
6.082181797231676
5.9494493347020425
5.601821642956938
5.123771493092282
4.462051832646824
4.056666806097901
3.862812733632742
3.5190240109561737
3.1767173541359712
3.109934773275711
3.298883273765946
3.274945523498837
3.0720433002863574
3.2890679097717097
3.4004212256599358
3.8690455178090284
4.282154481287092
4.335202173203618
4.022037739561385
3.8033765378181483
3.564130773386732
3.201124527770645
2.7764863402150937
2.9198138666533158
3.2302882620391546
3.4452286584194316
3.5058082009208036
3.5028118365585144
3.0834090445659617
2.7226164275560922
2.3920335771232035
2.3682652875879953
2.687984058282418
3.1084605785301953
3.45666702664928
3.3218232587575023
3.200522549443529
0.6889802133556522
2.3639188165617364
1.940570720481272
0.444611270948176
3.572069971987805
1.3727070046932024
1.9471502698048386
1.3624419836268586
-3.9111699676173455
-3.544503300950682
2.746124411632092
2.704457744965424
2.391639639722057
2.3333063063887236
0.6132094222520266
0.1749597577093489
0.799036834777267
1.4033836656326155
1.850521559926726
2.1719749111371893
2.4761270024513653
2.255789463711565
1.8897806447621335
1.4795803069559401
1.1623572335088674
0.9506407995386539
0.45190273502293543
0.4152001846720115
0.6590372156422646
0.4741091091411196
0.5836535187954652
-0.08226693622816406
-0.22261784121008432
-0.2916346842811759
-0.8489009434563979
-1.5122225345489664
-1.7241888484067793
-2.22764536608077
-1.8427082170491786
-1.6398933995614762
-1.5510743340402158
-1.6804537498024334
-2.0714788405020865
-1.3349378260845288
-2.0170600334091437
-2.190848957088132
-1.2343289095559493
-0.21342024646079683
0.586226231585699
1.6249405868993643
1.9664304925892804
2.044101357601793
2.34836697093826
2.9083459213141483
3.5961966754330392
3.6731600350682108
3.598906212312068
4.197197596586129
4.011628013493393
3.7829858413753357
3.485392914214967
2.9803477848643807
2.826963342803406
2.805524482775965
2.1121819630193404
1.4850806232046807
1.056198706715012
-0.7228664293613001
-0.5351863148603275
-0.283582499162069
-0.04184385625780784
0.43678922364209427
0.966633330175295
1.1059498701252473
1.2840734163411067
1.4084439990048647
1.4763217419925407
1.7105453885072315
2.0789926318489087
3.959910345681677
4.428357589023354
4.60812981869438
4.236867683333438
3.8904288366834523
3.425470671078778
3.167955625001502
2.842883648763906
2.692490859698948
2.850254642990574
3.0353685529989143
2.6623978668882717
2.2313425598147827
1.6112914510871423
1.2130000515245545
1.3175235439812347
1.1766750651952034
1.2561265317265775
1.3880001012122651
1.4999006175232896
1.5866123136022132
1.4520679039478672
1.1470469370624965
1.3358659777398998
1.7863308175740151
2.329031824428795
2.616319050489393
2.763078660279027
2.663327447181084
2.890500812921049
3.7264360326435453
4.089040999385692
4.272374332719024
4.531171327076701
4.581028528567429
4.776825848938109
4.974331744902349
4.772407091532876
4.875254667834429
5.074292328727767
5.409975739090106
6.069592174669755
5.046621488559108
4.465742917618517
4.62617759076651
5.099852740685737
4.91008042445384
4.904738744116527
